No.,Time,Source,Destination,Protocol,Length,Info,Target
2308,30.934941,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=486336 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2309,30.934986,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=487796 Win=164864 Len=0,0
2310,30.936024,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=487796 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2311,30.936025,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],0
2312,30.936026,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=490716 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2313,30.936101,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=492176 Win=264192 Len=0,0
2314,30.936531,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=492176 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2315,30.936577,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=493636 Win=264192 Len=0,0
2316,30.937164,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=493636 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2317,30.937165,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=495096 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2318,30.937208,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=496556 Win=264192 Len=0,0
2319,30.938125,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=496556 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2320,30.938126,166.62.10.139,10.0.0.75,TCP,1514,"443  >  50600 [PSH, ACK] Seq=498016 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU]",0
2321,30.938127,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=499476 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2322,30.938178,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=500936 Win=264192 Len=0,0
2323,30.938822,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=500936 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2324,30.938824,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=502396 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2325,30.938872,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=503856 Win=268544 Len=0,0
2326,30.939234,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=503856 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2327,30.939268,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=505316 Win=268544 Len=0,0
2328,30.93962,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=260633 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2329,30.94057,166.62.10.139,10.0.0.75,TCP,1514,"443  >  50599 [PSH, ACK] Seq=262093 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU]",0
2330,30.940571,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=263553 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2331,30.940573,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],0
2332,30.940625,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=265013 Win=65536 Len=0,0
2333,30.940712,10.0.0.75,8.8.8.8,DNS,76,Standard query 0x06a0 A static-v.tawk.to,0
2334,30.940983,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=265013 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2335,30.941024,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=266473 Win=65536 Len=0,0
2336,30.941458,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=506776 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2337,30.941499,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=508236 Win=268544 Len=0,0
2338,30.94191,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=508236 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2339,30.942239,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=509696 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2340,30.942275,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=511156 Win=268544 Len=0,0
2341,30.9425,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=511156 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2342,30.942952,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=512616 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2343,30.942954,31.13.78.35,10.0.0.75,TCP,66,"443  >  50615 [SYN, ACK] Seq=0 Ack=1 Win=28200 Len=0 MSS=1410 SACK_PERM=1 WS=256",0
2344,30.942987,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=514076 Win=268544 Len=0,0
2345,30.943065,10.0.0.75,31.13.78.35,TCP,54,50615  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0,0
2346,30.9433,10.0.0.75,31.13.78.35,TLSv1.2,258,Client Hello,0
2347,30.943373,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=514076 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2348,30.943804,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=515536 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2349,30.943836,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=516996 Win=268544 Len=0,0
2350,30.944031,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=516996 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2351,30.944374,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=518456 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2352,30.944409,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=519916 Win=270080 Len=0,0
2353,30.945277,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=519916 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2354,30.945278,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],0
2355,30.945331,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=522836 Win=270080 Len=0,0
2356,30.945705,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=522836 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2357,30.945706,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=524296 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2358,30.94575,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=525756 Win=270080 Len=0,0
2359,30.9462,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=525756 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2360,30.946561,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=527216 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2361,30.946562,31.13.78.17,10.0.0.75,TCP,66,"443  >  50616 [SYN, ACK] Seq=0 Ack=1 Win=28200 Len=0 MSS=1410 SACK_PERM=1 WS=256",0
2362,30.946598,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=528676 Win=270080 Len=0,0
2363,30.946694,10.0.0.75,31.13.78.17,TCP,54,50616  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0,0
2364,30.94691,10.0.0.75,31.13.78.17,TLSv1.2,263,Client Hello,0
2365,30.946971,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=528676 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2366,30.947717,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=530136 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2367,30.947719,31.13.78.17,10.0.0.75,TCP,66,"443  >  50617 [SYN, ACK] Seq=0 Ack=1 Win=28200 Len=0 MSS=1410 SACK_PERM=1 WS=256",0
2368,30.947754,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=531596 Win=272896 Len=0,0
2369,30.947829,10.0.0.75,31.13.78.17,TCP,54,50617  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0,0
2370,30.948007,10.0.0.75,31.13.78.17,TLSv1.2,263,Client Hello,0
2371,30.950171,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=266473 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2372,30.950192,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=267933 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2373,30.950252,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=269393 Win=65536 Len=0,0
2374,30.950414,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=269393 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2375,30.950686,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=270853 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2376,30.950721,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=272313 Win=65536 Len=0,0
2377,30.951377,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],0
2378,30.951902,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=273773 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2379,30.951905,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=275233 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2380,30.951964,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=276693 Win=65536 Len=0,0
2381,30.95256,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=276693 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2382,30.952561,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=278153 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2383,30.952604,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=279613 Win=65536 Len=0,0
2384,30.953442,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=279613 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2385,30.953445,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=281073 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2386,30.953504,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=282533 Win=65536 Len=0,0
2387,30.953822,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=282533 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2388,30.953823,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=283993 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2389,30.95386,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=285453 Win=65536 Len=0,0
2390,30.954309,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=285453 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2391,30.954353,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=286913 Win=65536 Len=0,0
2392,30.95502,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data,0
2393,30.955589,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=250061 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2394,30.95559,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=251521 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2395,30.95564,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=8669 Ack=252981 Win=65536 Len=0,0
2396,30.956049,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=252981 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2397,30.956091,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=8669 Ack=254441 Win=65536 Len=0,0
2398,30.95656,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=254441 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2399,30.956561,166.62.10.139,10.0.0.75,TLSv1.2,1298,Application Data,0
2400,30.956598,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=8669 Ack=257145 Win=65536 Len=0,0
2401,30.957943,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=257145 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2402,30.957944,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=258605 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2403,30.957945,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=260065 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2404,30.957947,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=261525 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2405,30.958017,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=8669 Ack=262985 Win=65536 Len=0,0
2406,30.958676,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=262985 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2407,30.958677,166.62.10.139,10.0.0.75,TLSv1.2,879,Application Data,0
2408,30.958723,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=8669 Ack=265270 Win=65536 Len=0,0
2409,30.959311,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=265270 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2410,30.959313,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=266730 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2411,30.959354,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=8669 Ack=268190 Win=65536 Len=0,0
2412,30.960294,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=268190 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2413,30.960296,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=269650 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2414,30.960344,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=8669 Ack=271110 Win=65536 Len=0,0
2415,30.961401,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=271110 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2416,30.961404,166.62.10.139,10.0.0.75,TLSv1.2,879,Application Data,0
2417,30.961405,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=273395 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2418,30.961405,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=274855 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2419,30.961406,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=276315 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2420,30.961465,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=8669 Ack=277775 Win=65536 Len=0,0
2421,30.961815,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=277775 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2422,30.961864,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=8669 Ack=279235 Win=65536 Len=0,0
2423,30.96231,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=279235 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2424,30.962311,166.62.10.139,10.0.0.75,TLSv1.2,879,Application Data,0
2425,30.962356,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=8669 Ack=281520 Win=65536 Len=0,0
2426,30.962778,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=281520 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2427,30.963431,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=282980 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2428,30.963432,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=284440 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2429,30.963483,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=8669 Ack=285900 Win=65536 Len=0,0
2430,30.963797,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=285900 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2431,30.96383,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=8669 Ack=287360 Win=65536 Len=0,0
2432,30.963996,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=287360 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2433,30.964298,166.62.10.139,10.0.0.75,TLSv1.2,879,Application Data,0
2434,30.964335,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=8669 Ack=289645 Win=65536 Len=0,0
2435,30.968571,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=289645 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2436,30.968573,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=291105 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2437,30.968574,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=292565 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2438,30.968575,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=294025 Ack=8669 Win=32256 Len=1460 [TCP segment of a reassembled PDU],0
2439,30.968642,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=8669 Ack=295485 Win=65536 Len=0,0
2440,30.978779,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=286913 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2441,30.978781,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=288373 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2442,30.978781,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],0
2443,30.978783,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=291293 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2444,30.978859,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=292753 Win=186880 Len=0,0
2445,30.979328,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=292753 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2446,30.979666,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=294213 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2447,30.979701,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=295673 Win=183808 Len=0,0
2448,30.980003,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=295673 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2449,30.980355,166.62.10.139,10.0.0.75,TCP,1514,"443  >  50599 [PSH, ACK] Seq=297133 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU]",0
2450,30.980385,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=298593 Win=183808 Len=0,0
2451,30.981026,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=298593 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2452,30.981027,166.62.10.139,10.0.0.75,TCP,1514,"443  >  50599 [PSH, ACK] Seq=300053 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU]",0
2453,30.981073,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=301513 Win=183808 Len=0,0
2454,30.981777,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=531596 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2455,30.982123,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=533056 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2456,30.982152,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=534516 Win=272896 Len=0,0
2457,30.982466,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=534516 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2458,30.982812,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=535976 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2459,30.98284,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=537436 Win=270080 Len=0,0
2460,30.983156,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],0
2461,30.983469,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=538896 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2462,30.983501,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=540356 Win=267008 Len=0,0
2463,30.983833,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=540356 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2464,30.984163,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=541816 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2465,30.98419,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=543276 Win=264192 Len=0,0
2466,30.984538,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=543276 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2467,30.985107,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=544736 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2468,30.985108,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=546196 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2469,30.985148,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=547656 Win=259840 Len=0,0
2470,30.985359,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=547656 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2471,30.98536,31.13.78.35,10.0.0.75,TCP,60,443  >  50615 [ACK] Seq=1 Ack=205 Win=29440 Len=0,0
2472,30.985398,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=549116 Win=258304 Len=0,0
2473,30.986009,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=549116 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2474,30.986323,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=550576 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2475,30.98635,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=552036 Win=268544 Len=0,0
2476,30.98667,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=552036 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
2477,30.98702,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=301513 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2478,30.987362,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=302973 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2479,30.9874,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=304433 Win=182272 Len=0,0
2480,30.9877,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=304433 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2481,30.988049,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],0
2482,30.988075,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=307353 Win=179456 Len=0,0
2483,30.988369,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=307353 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2484,30.988745,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=308813 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
2485,30.988776,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=310273 Win=179456 Len=0,0
2486,30.989534,31.13.78.35,10.0.0.75,TLSv1.2,1464,Server Hello,0
